ditto,同断
vigilante corps,自警団
member of a vigilante group,自警団員
marrying off one's daughter,婿取り
serving as a retainer,臣事
vassalage,臣従
loyalty to one's master,臣節
status of a subject,臣籍
(of members of the Imperial family) becoming subjects of the state,臣籍降下
solidly,固太り
solidly built person,固太り
hardwood,堅木
sacrament,堅信礼
(the Christian sacrament of) confirmation,堅信礼
hard charcoal,堅炭
log on the roof of a shrine set perpendicular to the ridgepole,堅魚木
renal calculus,腎臓結石
nephritis,腎臓炎
nephrism,腎臓病
urgent motion,緊急動議
emergency evacuation,緊急避難
thaw,緊張緩和
budgetary austerities,緊縮財政
wise wife,賢夫人
polite reference to another's older brother, or to one's senior
wise master,賢主
polite reference to another's younger brother, or to one's junior
house)wife,賢妻
wise (house)wife,賢妻
a palace sanctuary,賢所
the wise and the foolish,賢愚
polite reference to another's consideration,賢慮
sushi bar,鮨屋
planks,稽古台
training hall (esp. one made of wooden planks and used for dancing practice),稽古台
taking lessons (in dance, music
practice suit,稽古着
bowing to the floor,稽首
initiation into an art or discipline,皆伝
system of universal conscription,皆兵制度
full payment of a tax,皆納
prize for perfect attendance,皆勤賞
top of the stairs,階上
factorial,階乗
class consciousness,階級意識
good or lucky omen,吉相
freezing or frost season,結氷期
connective tissue,結合組織
celebrating,結団式
ceremony celebrating the formation of an organization (organisation),結団式
tuberculosis germ,結核菌
betrothal money,結納金
wedding march,結婚行進曲
wedding anniversary,結婚記念日
crystallography,結晶学
intermittent pulse,結滞
making a pledge,結盟
traditional hairstyle worn by unmarried women,結い綿
desirability,詰め込み主義
(belief in the desirability of) education by rote learning,詰め込み主義
when you get right down to it,詰まる処
white Dutch clover,詰草
to be forced to bear responsibility and resign from one's position,詰腹
composed go problem,詰め碁
Enlightenment,啓蒙思想
the philosophy of the European Enlightenment,啓蒙思想
the Enlightenment,啓蒙運動
a few,一二
bit more (e.g. food),一工夫
(at first) sight,一寸見
self-reliant person,一匹オオカミ
one-game,一本勝負
one-game match,一本勝負
turnabout,一打逆転
a complete turnabout via a single blow,一打逆転
one-eyed monster,一つ目小僧
linear equation,一次方程式
primary products,一次産品
primary industry,一次産業
linear function,一次関数
a single word and a single phrase,一字一句
reasonably,一廉
Unicorn,一角獣座
the Unicorn,一角獣座
first visit to inn, restaurant
word by word,一言一句
barely miss (meeting someone, catching a train
voted,一事不再議
the principle of not resuming debate on an item in the same Diet session in which it has been voted down,一事不再議
special charm,一味
proudly independent person,一国一城の主
flake,一枚
flake (of snow),一枚
buying and selling in bulk,一括売買
group purchase,一括購入
one game (e.g. of shogi),一指
home-run,一発屋
home-run batter,一発屋
first-class goods,一級品
retaking,一浪
failing college entrance exams and retaking them a year later,一浪
occasional income,一時所得
(temporary) layoff,一時解雇
one who experiences a chronic ailment takes better care of his health and lives longer,一病息災
general office work,一般職
doing nothing but,一図
eating or living together,一つ釜
pushover,一捻り
a pushover,一捻り
continuous operation,一貫作業
one victory,１勝
the first star to appear in the evening,いちばん星
not standing a chance (against),一堪りもない
carbon monoxide poisoning,一酸化炭素中毒
first degree of kinship,一親等
a tree,一樹
demand draft,一覧払い手形
one thread,一縷
making a profit,一儲け
casting away,一擲
naked to the waist,肌脱ぎ
nagajuban,肌襦袢
(Japanese-style) undershirt worn under nagajuban,肌襦袢
unsealing,開札
bids,開札
opening or unsealing of bids,開札
virtually,開店休業
being open but having virtually no business,開店休業
open economy,開放経済
opening (part) of a book,開巻
stacks,開架式
making materials in a library available in open stacks,開架式
school opening ceremony,開校式
opening the legs,開脚
ballot-counting,開票所
ballot-counting place,開票所
drawbridge,開閉橋
making a surgical incision in the abdomen,開腹
laparotomy,開腹手術
laparotomy (abdominal surgery),開腹手術
openminded,開豁
salted salmon roe,筋子
plot (of a story),筋立て
physical or manual labour,筋肉労働
intramuscular,筋肉注射
intramuscular injection,筋肉注射
diagonally,筋向い
diagonally opposite,筋向い
a metal reinforcement,筋金
metal reinforcement,筋金入り
amyotrophy,筋萎縮症
muscular,筋萎縮症
amyotrophy (muscular atrophy),筋萎縮症
myasthenia,筋無力症
myoma,筋腫
EMG,筋電図
traction,牽引療法
traction therapy,牽引療法
Aquilae,牽牛星
Alpha Aquilae,牽牛星
private nurse,付き添い看護婦
affiliated structure or institute,附設
prefectural assembly (in Kyoto or Osaka),府議会
doesn't ring true,腑に落ちない
mulch,腐葉土
breast enlargement,豊胸
hummingbird,蜂鳥
Trochilidae,蜂鳥
hummingbird (Trochilidae family),蜂鳥
seam allowance,縫代
embroidered,縫い紋
embroidered crest,縫い紋
a tuck,縫い揚げ
embroidered design,縫い模様
sewing (by machine),縫成
foiling,繡箔
embroidery and foiling,繡箔
kanji and kana,邦字
magistrate's,奉行所
magistrate's office,奉行所
matches,奉納相撲
ritual matches held at a shrine,奉納相撲
moving an object of worship,奉遷
tug,棒引き
tug of war,棒引き
topple,棒倒し
game in which the object is to topple the opposing team's pole,棒倒し
bar magnet,棒磁石
first-run,封切り館
first-run theatre,封切り館
a sealed move,封じ手
seal (of an envelope),封じ目
containment policy,封じ込め政策
feudal society,封建社会
feudalistic thought or thinking,封建思想
seal (letters, documents
lettercard,封緘葉書
sealing wax,封蠟
engaging,刃物三昧
(engaging in a) knife fight,刃物三昧
quiet weeping,忍び音
very patient,忍耐強い
snickering,忍び笑い
secret meeting,忍会
cognitive,認知科学
cognitive science,認知科学
acknowledgment,認容
requires,認証官
acknowledgement,認証官
official whose appointment and dismissal requires Imperial acknowledgement (acknowledgment),認証官
lack of understanding,認識不足
identification tag,認識票
epistemology,認識論
bast,靱皮
bast fibre (fiber),靱皮
in the mud or mire,泥中
making a living in the red-light district,泥水稼業
mud volcano,泥火山
mudslinging,泥試合
mudslinging match,泥試合
muddy feet,泥足
muddy sea,泥海
peat bog,泥炭地
paints,泥絵の具
pigments,泥絵の具
powdered paints or pigments,泥絵の具
muddy road,泥路
mud-caked,泥塗れ
muddy shoes or boots,泥靴
eleventh hour,泥縄式
two-sword,二刀流
two-sword fencing,二刀流
unknowns,二元方程式
equation with two unknowns,二元方程式
biennial,二年生植物
biennial plant,二年草
fraternal,二卵性双生児
fraternal twins,二卵性双生児
two-stringed,二弦琴
two-stringed koto,二弦琴
posture in which the legs are firmly planted (in sumo and judo),二枚腰
dual price system,二重価格制
double bond,二重結合
double taxation,二重課税
the second time,２度目
two-part work,二部作
sessions,二部授業
double (school) sessions,二部授業
disulfide,二硫化炭素
carbon disulfide,二硫化炭素
two terms,２期
two crops per year,二期作
two-term,二期制
two-term system,二期制
binomial theorem,二項定理
binomial coefficient,二項係数
second degree of kinship,２親等
fixed or appointed date,日限り
daily income,日収
number one in Japan,日本一
Japan's three famous sights,日本三景
JIS,日本工業規格
Japanification,日本化
Shiba, Akita)
Japanese dog breed (e.g. Shiba, Akita)
the Japanese islands,日本列島
Japanology,日本学
Japanese constitution,日本國憲法
Kuroshio,日本海流
Kuroshio Current,日本海流
Trench,日本海溝
Japan Trench,日本海溝
Japanese cooking,日本料理
encephalitis,日本脳炎
Japanese encephalitis,日本脳炎
JAS,日本農林規格
traditional Japanese dance,日本舞踊
Pharmacopeia,日本薬局方
Japanese Pharmacopeia,日本薬局方
Japanese-Italian,日伊
basking,日なたぼっこ
basking in the sun,日なたぼっこ
warmed,日向水
water warmed in the sun,日向水
Japanese-Indian,日印
before sunset,日没前
after sunset,日没後
ray of sun (breaking through the clouds),日足
Japanese-European,日欧
class duty (students),日直
geta for wear in dry weather,日和下駄
to keep a long time,日保ち
lucky or unlucky aspect of a given day,日柄
literature written in diary form,日記文学
daily instalment,日掛け
high noon,日ざかり
running ground pine (species of club moss, Lycopodium clavatum)
person who has been forgotten by the world,日陰者
plat,日替り定食
du,日替り定食
jour,日替り定食
plat du jour,日替り定食
sunblock,日焼け止め
Parus,日雀
ater,日雀
coal tit (Parus ater),日雀
sunshower,日照り雨
heliograph,日照計
hours of sunshine,日照時間
daily record,日録
Sunday edition of a newspaper,日曜版
heart-lung,人工心肺
